date,gender,city,category,incidence ,count,avg_age,mid_age,crude_rate
1985,不分男女,嘉義市,鼻咽,7.94,16,52.75,51,6.31
1985,不分男女,新北市,鼻咽,7.92,156,47.41,47.5,5.86
1985,不分男女,桃園市,鼻咽,6.92,66,47.67,49,5.45
1985,不分男女,新竹縣,鼻咽,6.45,20,44.65,45,5.46
1985,不分男女,宜蘭縣,鼻咽,4.59,19,47.95,50,4.22
1985,不分男女,苗栗縣,鼻咽,8.81,39,47.36,50,7.09
1985,不分男女,彰化縣,鼻咽,5.83,57,49.33,49,4.66
1985,不分男女,南投縣,鼻咽,3.87,17,46.12,42,3.17
1985,不分男女,雲林縣,鼻咽,5.61,38,45.76,46,4.8
1985,不分男女,嘉義縣,鼻咽,4.96,25,49.44,50,4.39
1985,不分男女,屏東縣,鼻咽,6.72,51,49.9,50,5.65
1985,不分男女,澎湖縣,鼻咽,1.85,2,57.5,57.5,1.96
1985,不分男女,花蓮縣,鼻咽,5.04,16,42.63,46,4.43
1985,不分男女,台東縣,鼻咽,7.74,18,48.33,52.5,6.51
1985,不分男女,金門縣,鼻咽,2.19,1,52,52,2.05
1986,不分男女,台閩地區,鼻咽,6.14,998,48.35,49,5.12
1986,不分男女,台北市,鼻咽,6.26,140,47.44,47,5.44
1986,不分男女,台中市,鼻咽,5.88,87,49.54,51,4.69
1986,不分男女,台南市,鼻咽,5.69,84,45.67,48,5.09
1986,不分男女,高雄市,鼻咽,5.92,112,48.91,50,4.67
1986,不分男女,基隆市,鼻咽,6.78,21,49.33,51,6.01
1986,不分男女,新竹市,鼻咽,7.44,19,44.47,46,6.21
1986,不分男女,嘉義市,鼻咽,6.41,14,50.86,51,5.51
1986,不分男女,新北市,鼻咽,6.35,130,47.19,47,4.77
1986,不分男女,桃園市,鼻咽,6.77,66,49.91,51,5.36
1986,不分男女,新竹縣,鼻咽,7.3,24,47.29,50.5,6.54
1986,不分男女,宜蘭縣,鼻咽,8.9,34,47.47,49,7.58
1986,不分男女,苗栗縣,鼻咽,6.18,30,48.4,51,5.47
1986,不分男女,彰化縣,鼻咽,6.67,66,49.14,48,5.38
1986,不分男女,南投縣,鼻咽,5.25,24,46.33,44.5,4.49
1986,不分男女,雲林縣,鼻咽,5.66,39,51,52,4.98
1986,不分男女,嘉義縣,鼻咽,3.87,20,48.5,50.5,3.54
1986,不分男女,屏東縣,鼻咽,6.25,48,50.56,50,5.35
1986,不分男女,澎湖縣,鼻咽,5.12,5,48.8,56,4.95
1986,不分男女,花蓮縣,鼻咽,6.56,20,50.7,49.5,5.57
1986,不分男女,台東縣,鼻咽,5.21,12,52.83,52,4.4
1986,不分男女,金門縣,鼻咽,2.52,1,60,60,2.09
1987,不分男女,台閩地區,鼻咽,6.18,1041,47.91,48,5.28
1987,不分男女,台北市,鼻咽,6.41,153,46.82,46,5.8
1987,不分男女,台中市,鼻咽,5.54,85,47.4,50,4.48
1987,不分男女,台南市,鼻咽,6.27,92,47.58,48.5,5.53
1987,不分男女,高雄市,鼻咽,6.32,131,46.82,46,5.4
1987,不分男女,基隆市,鼻咽,6.18,19,47.84,52,5.45
1987,不分男女,新竹市,鼻咽,8.17,23,46.41,47.5,7.42
1987,不分男女,嘉義市,鼻咽,5.35,11,56.64,57,4.32
1987,不分男女,新北市,鼻咽,6.11,136,46.4,46,4.86
1987,不分男女,桃園市,鼻咽,7.35,72,50,50,5.72
1987,不分男女,新竹縣,鼻咽,9.1,29,47.45,48,7.91
1987,不分男女,宜蘭縣,鼻咽,8.82,33,50.88,50,7.37
1987,不分男女,苗栗縣,鼻咽,4.88,24,50.46,54.5,4.4
1987,不分男女,彰化縣,鼻咽,4.83,51,49.36,50.5,4.15
1987,不分男女,南投縣,鼻咽,5.65,27,44.33,44,5.06
1987,不分男女,雲林縣,鼻咽,5.9,39,50.9,49,5.03
1987,不分男女,嘉義縣,鼻咽,4.7,25,55.32,58,4.47
1987,不分男女,屏東縣,鼻咽,5.47,45,46.04,46,5.03
1987,不分男女,澎湖縣,鼻咽,0.92,1,57,57,1.01
1987,不分男女,花蓮縣,鼻咽,5.85,19,47.47,51,5.35
1987,不分男女,台東縣,鼻咽,7.61,18,50.44,52.5,6.73
1987,不分男女,金門縣,鼻咽,7.72,3,40.67,46,6.52
1987,不分男女,連江縣,鼻咽,36.63,2,61,61,31.2
1988,不分男女,台閩地區,鼻咽,6.31,1094,47.38,47,5.48
1988,不分男女,台北市,鼻咽,5.11,125,47.91,48,4.66
1988,不分男女,台中市,鼻咽,6.78,105,48.89,50,5.41
1988,不分男女,台南市,鼻咽,6.19,92,48.25,46.5,5.49
1988,不分男女,高雄市,鼻咽,7.66,166,46.3,46,6.76
1988,不分男女,基隆市,鼻咽,6.74,22,45.59,47.5,6.31
1988,不分男女,新竹市,鼻咽,7.42,20,45.15,44,6.36
1988,不分男女,嘉義市,鼻咽,4.41,10,45.9,46.5,3.91
1988,不分男女,新北市,鼻咽,6.46,155,45.21,44,5.37
1988,不分男女,桃園市,鼻咽,5.76,62,43.89,43,4.81
1988,不分男女,新竹縣,鼻咽,5.61,17,52.06,51,4.62
1988,不分男女,宜蘭縣,鼻咽,8.7,34,49.62,50.5,7.6
1988,不分男女,苗栗縣,鼻咽,7.66,35,47.74,46,6.41
1988,不分男女,彰化縣,鼻咽,4.54,46,51.61,51.5,3.73
1988,不分男女,南投縣,鼻咽,7.74,37,47.76,49,6.93
1988,不分男女,雲林縣,鼻咽,5.06,35,43.77,41,4.57
1988,不分男女,嘉義縣,鼻咽,5.45,28,48.29,48.5,5.05
1988,不分男女,屏東縣,鼻咽,7.03,56,48.2,47,6.28
1988,不分男女,澎湖縣,鼻咽,6.3,5,51.2,49,5.12
1988,不分男女,花蓮縣,鼻咽,5.08,18,52.17,57.5,5.11
1988,不分男女,台東縣,鼻咽,9.45,21,51.62,51,8.07
1988,不分男女,金門縣,鼻咽,8.68,3,47.67,40,6.75
1989,不分男女,台閩地區,鼻咽,6.57,1155,48.53,49,5.73
1989,不分男女,台北市,鼻咽,6.33,158,47.91,47.5,5.85
1989,不分男女,台中市,鼻咽,6.63,107,47.63,49,5.41
1989,不分男女,台南市,鼻咽,7.93,118,50.61,51,6.98
1989,不分男女,高雄市,鼻咽,6.41,138,47.23,47,5.57
1989,不分男女,基隆市,鼻咽,9.83,30,52.27,51,8.56
1989,不分男女,新竹市,鼻咽,5.81,16,49.75,48.5,5.01
1989,不分男女,嘉義市,鼻咽,4.85,11,49.64,51,4.29
1989,不分男女,新北市,鼻咽,7.16,171,47.53,47,5.76
1989,不分男女,桃園市,鼻咽,6.21,68,47.4,46,5.15
1989,不分男女,新竹縣,鼻咽,7.04,23,49.83,50,6.2
1989,不分男女,宜蘭縣,鼻咽,6.13,26,51.4,52,5.8
1989,不分男女,苗栗縣,鼻咽,5.11,26,47.42,47,4.76
1989,不分男女,彰化縣,鼻咽,5.49,60,45.95,48.5,4.85
1989,不分男女,南投縣,鼻咽,4.9,24,46.88,48.5,4.49
1989,不分男女,雲林縣,鼻咽,5.77,42,50.2,53,5.55
1989,不分男女,嘉義縣,鼻咽,7.23,36,48.78,49.5,6.52
1989,不分男女,屏東縣,鼻咽,8.6,68,51.26,52,7.64
1989,不分男女,澎湖縣,鼻咽,6.79,5,43.8,41,5.19
1989,不分男女,花蓮縣,鼻咽,3.51,11,53.36,50,3.14
1989,不分男女,台東縣,鼻咽,5.55,13,53.23,54,5.04
1990,不分男女,台閩地區,鼻咽,5.68,1031,47.67,47,5.05
1990,不分男女,台北市,鼻咽,6.39,164,48.61,47,6.03
1990,不分男女,台中市,鼻咽,5.21,89,45.27,43,4.41
1990,不分男女,台南市,鼻咽,6.34,96,47.52,45,5.61
1990,不分男女,高雄市,鼻咽,5.95,130,47.18,48,5.19
1990,不分男女,基隆市,鼻咽,5.08,17,47.82,43,4.82
1990,不分男女,新竹市,鼻咽,3.36,9,41.44,44,2.77
1990,不分男女,嘉義市,鼻咽,6.17,14,48.21,48,5.43
1990,不分男女,新北市,鼻咽,6.6,164,47.43,47,5.38
1990,不分男女,桃園市,鼻咽,5.19,57,48.74,49,4.21
1990,不分男女,新竹縣,鼻咽,5.7,19,44.21,43,5.07
1990,不分男女,宜蘭縣,鼻咽,5.52,24,47.13,51.5,5.32
1990,不分男女,苗栗縣,鼻咽,5.44,27,44.7,44,4.93
1990,不分男女,彰化縣,鼻咽,3.96,43,48.93,47,3.45
1990,不分男女,南投縣,鼻咽,5.12,25,48.08,46,4.66
1990,不分男女,雲林縣,鼻咽,3.88,28,51.93,53,3.72
1990,不分男女,嘉義縣,鼻咽,5.25,29,48.86,50,5.25
1990,不分男女,屏東縣,鼻咽,5.58,44,47.93,49.5,4.93
1990,不分男女,澎湖縣,鼻咽,2.81,3,55.67,63,3.13
1990,不分男女,花蓮縣,鼻咽,5.71,19,45.84,43,5.39
1990,不分男女,台東縣,鼻咽,11.15,26,50.69,50.5,10.12
1990,不分男女,金門縣,鼻咽,2.03,1,56,56,2.34
1990,不分男女,連江縣,鼻咽,28.72,1,51,51,17.91
1991,不分男女,台閩地區,鼻咽,6.26,1174,48.22,48,5.7
1991,不分男女,台北市,鼻咽,6.17,161,49.09,49,5.92
1991,不分男女,台中市,鼻咽,5.5,102,44.99,42,4.95
1991,不分男女,台南市,鼻咽,5.65,91,48.63,50,5.27
1991,不分男女,高雄市,鼻咽,5.14,119,45.68,44,4.71
1991,不分男女,基隆市,鼻咽,7.21,25,47.36,47,7.02
1991,不分男女,新竹市,鼻咽,9.48,27,51.33,52,8.21
1991,不分男女,嘉義市,鼻咽,8.7,20,55.7,56,7.74
1991,不分男女,新北市,鼻咽,7.38,191,47.3,47,6.15
1991,不分男女,桃園市,鼻咽,6.53,75,50.59,52,5.41
1991,不分男女,新竹縣,鼻咽,8.97,32,47.84,42,8.43
1991,不分男女,宜蘭縣,鼻咽,6.53,27,48.93,50,5.95
1991,不分男女,苗栗縣,鼻咽,8.27,41,50.63,51,7.44
1991,不分男女,彰化縣,鼻咽,5.43,61,48.89,49,4.86
1991,不分男女,南投縣,鼻咽,4.69,24,48.92,52.5,4.45
1991,不分男女,雲林縣,鼻咽,4.61,33,46.45,46,4.38
1991,不分男女,嘉義縣,鼻咽,6.97,39,49.51,51,7.03
1991,不分男女,屏東縣,鼻咽,7.54,62,49.03,48,6.91
1991,不分男女,澎湖縣,鼻咽,4.31,4,42.75,40,4.19
1991,不分男女,花蓮縣,鼻咽,5.65,19,51.42,51,5.37
1991,不分男女,台東縣,鼻咽,6.12,16,48.19,51.5,6.25
1991,不分男女,金門縣,鼻咽,7.76,3,46.67,46,6.91
1992,不分男女,台閩地區,鼻咽,6.68,1283,48.52,49,6.17
1992,不分男女,台北市,鼻咽,5.93,153,47.81,49,5.67
1992,不分男女,台中市,鼻咽,7.63,137,49.89,50,6.49
1992,不分男女,台南市,鼻咽,5.51,91,44.97,45,5.23
1992,不分男女,高雄市,鼻咽,7.5,173,47.65,47,6.78
1992,不分男女,基隆市,鼻咽,7.04,22,48.05,45,6.12
1992,不分男女,新竹市,鼻咽,4.47,14,51.5,58.5,4.21
1992,不分男女,嘉義市,鼻咽,5.61,14,46.93,51,5.41
1992,不分男女,新北市,鼻咽,7.19,201,46.83,44,6.36
1992,不分男女,桃園市,鼻咽,7.08,87,47.14,44,6.15
1992,不分男女,新竹縣,鼻咽,7.95,28,54.43,55,7.26
1992,不分男女,宜蘭縣,鼻咽,7.31,31,49.71,50,6.79
1992,不分男女,苗栗縣,鼻咽,7.05,37,51.89,53,6.68
1992,不分男女,彰化縣,鼻咽,5.31,63,45.06,46,4.98
1992,不分男女,南投縣,鼻咽,5.66,30,50.97,54.5,5.53
1992,不分男女,雲林縣,鼻咽,5.97,45,52.64,53,5.97
1992,不分男女,嘉義縣,鼻咽,4.24,25,53.44,58,4.49
1992,不分男女,屏東縣,鼻咽,8.26,73,50.28,50.5,8.1
1992,不分男女,澎湖縣,鼻咽,12.8,12,53.25,54.5,12.62
1992,不分男女,花蓮縣,鼻咽,5.38,19,53.63,56,5.34
1992,不分男女,台東縣,鼻咽,10.85,25,50.52,49,9.79
1992,不分男女,金門縣,鼻咽,2.58,1,52,52,2.26
1993,不分男女,台閩地區,鼻咽,6.55,1289,48.6,48,6.14
1993,不分男女,台北市,鼻咽,6.11,164,48.7,46.5,6.18
1993,不分男女,台中市,鼻咽,7.25,138,48.01,46,6.37
1993,不分男女,台南市,鼻咽,6.03,99,50.24,50,5.63
1993,不分男女,高雄市,鼻咽,7.33,177,46.69,45,6.88
1993,不分男女,基隆市,鼻咽,7.23,26,46.54,41.5,7.16
1993,不分男女,新竹市,鼻咽,5.71,17,50,47,5.07
1993,不分男女,嘉義市,鼻咽,6.1,15,50.2,49,5.8
1993,不分男女,新北市,鼻咽,6.74,191,47.08,46,5.93
1993,不分男女,桃園市,鼻咽,6.41,81,50.05,50,5.59
1993,不分男女,新竹縣,鼻咽,4.78,18,54.56,56.5,4.58
1993,不分男女,宜蘭縣,鼻咽,7.51,34,50.21,52.5,7.35
1993,不分男女,苗栗縣,鼻咽,3.45,20,54.55,57,3.6
1993,不分男女,彰化縣,鼻咽,7.29,87,46.16,44,6.83
1993,不分男女,南投縣,鼻咽,4.75,26,49.5,51.5,4.77
1993,不分男女,雲林縣,鼻咽,7.82,59,46.93,48,7.81
1993,不分男女,嘉義縣,鼻咽,4.86,28,49.71,52,4.97
1993,不分男女,屏東縣,鼻咽,7.04,61,52.56,52,6.73
1993,不分男女,澎湖縣,鼻咽,1.37,1,53,53,1.05
1993,不分男女,花蓮縣,鼻咽,6.77,24,47.96,45.5,6.71
1993,不分男女,台東縣,鼻咽,7.51,19,56.11,55,7.44
1994,不分男女,台閩地區,鼻咽,6.32,1273,49.23,49,6.01
1994,不分男女,台北市,鼻咽,6.08,167,48.78,47,6.29
1994,不分男女,台中市,鼻咽,6.11,118,49.23,50,5.33
1994,不分男女,台南市,鼻咽,6.1,106,48.8,50,5.98
1994,不分男女,高雄市,鼻咽,6.8,166,48.72,46,6.39
1994,不分男女,基隆市,鼻咽,7.16,27,47.37,43,7.41
1994,不分男女,新竹市,鼻咽,5.57,17,46.88,49,5.03
1994,不分男女,嘉義市,鼻咽,2.59,6,56.5,55,2.3
1994,不分男女,新北市,鼻咽,6.22,180,47.83,45,5.52
1994,不分男女,桃園市,鼻咽,6.16,79,49.54,50,5.32
1994,不分男女,新竹縣,鼻咽,5.78,21,49.62,52,5.23
1994,不分男女,宜蘭縣,鼻咽,6.35,29,52.07,54,6.25
1994,不分男女,苗栗縣,鼻咽,6.27,34,51.03,51.5,6.09
1994,不分男女,彰化縣,鼻咽,6.69,80,47.74,46.5,6.24
1994,不分男女,南投縣,鼻咽,6.62,37,49.27,53,6.78
1994,不分男女,雲林縣,鼻咽,4.87,37,49.41,49,4.91
1994,不分男女,嘉義縣,鼻咽,6.68,39,53.51,56,6.91
1994,不分男女,屏東縣,鼻咽,7.96,73,51.23,51,8.03
1994,不分男女,澎湖縣,鼻咽,5.28,5,60,60,5.4
1994,不分男女,花蓮縣,鼻咽,8.97,31,50.87,51,8.65
1994,不分男女,台東縣,鼻咽,6.31,16,50.5,54,6.28
1994,不分男女,金門縣,鼻咽,4.64,2,53,53,4.3
1994,不分男女,連江縣,鼻咽,19.58,1,61,61,17.97
1995,不分男女,台閩地區,鼻咽,6.26,1295,48.73,47,6.06
1995,不分男女,台北市,鼻咽,5.57,154,49.29,47,5.85
1995,不分男女,台中市,鼻咽,5.65,113,47.7,47,5
1995,不分男女,台南市,鼻咽,5.37,97,49.41,47,5.42
1995,不分男女,高雄市,鼻咽,6.7,169,47.43,46,6.45
1995,不分男女,基隆市,鼻咽,6.82,25,46.32,45,6.78
1995,不分男女,新竹市,鼻咽,9.59,32,50.09,46,9.4
1995,不分男女,嘉義市,鼻咽,5.19,14,46.21,42.5,5.36
1995,不分男女,新北市,鼻咽,6.97,213,47.59,45,6.44
1995,不分男女,桃園市,鼻咽,6.73,94,46.83,45,6.17
1995,不分男女,新竹縣,鼻咽,7.76,31,47.68,51,7.59
1995,不分男女,宜蘭縣,鼻咽,7.04,32,53.03,53,6.88
1995,不分男女,苗栗縣,鼻咽,6.88,39,47.85,50,6.96
1995,不分男女,彰化縣,鼻咽,6.57,79,48.44,48,6.13
1995,不分男女,南投縣,鼻咽,4.84,26,48.85,51,4.76
1995,不分男女,雲林縣,鼻咽,3.85,31,54.81,55,4.11
1995,不分男女,嘉義縣,鼻咽,5.7,34,51.62,54,6.01
1995,不分男女,屏東縣,鼻咽,7.41,67,51.31,53,7.35
1995,不分男女,澎湖縣,鼻咽,4.67,4,40.25,40.5,4.4
1995,不分男女,花蓮縣,鼻咽,5.32,19,53.63,52,5.29
1995,不分男女,台東縣,鼻咽,5.66,16,54.44,60.5,6.29
1996,不分男女,台閩地區,鼻咽,6.17,1315,49.18,48,6.11
1996,不分男女,台北市,鼻咽,6,167,49.57,47,6.41
1996,不分男女,台中市,鼻咽,5.88,127,46.62,45,5.51
1996,不分男女,台南市,鼻咽,6.21,114,50.34,49.5,6.33
1996,不分男女,高雄市,鼻咽,5.04,127,51.15,49,4.81
1996,不分男女,基隆市,鼻咽,7.92,32,48.28,43.5,8.55
1996,不分男女,新竹市,鼻咽,7.15,24,51.71,49.5,6.94
1996,不分男女,嘉義市,鼻咽,5.05,13,53.38,53,4.95
1996,不分男女,新北市,鼻咽,6.68,216,45.76,45,6.44
1996,不分男女,桃園市,鼻咽,5.94,89,44.83,43,5.67
1996,不分男女,新竹縣,鼻咽,6.95,27,50.44,50,6.51
1996,不分男女,宜蘭縣,鼻咽,6.91,33,54.67,58,7.09
1996,不分男女,苗栗縣,鼻咽,5.71,32,51.63,48.5,5.71
1996,不分男女,彰化縣,鼻咽,6.84,83,49.4,49,6.42
1996,不分男女,南投縣,鼻咽,6.59,37,55.54,56,6.78
1996,不分男女,雲林縣,鼻咽,5.78,46,49.09,46,6.11
1996,不分男女,嘉義縣,鼻咽,5.76,36,55.03,56,6.36
1996,不分男女,屏東縣,鼻咽,6.86,63,49.68,50,6.9
1996,不分男女,澎湖縣,鼻咽,6.59,7,56.29,58,7.77
1996,不分男女,花蓮縣,鼻咽,4.72,17,51.76,52,4.74
1996,不分男女,台東縣,鼻咽,8.83,23,51.52,55,9.06
1996,不分男女,連江縣,鼻咽,18.87,1,49,49,16.5
1997,不分男女,台閩地區,鼻咽,6.28,1366,48.94,47,6.28
1997,不分男女,台北市,鼻咽,6.29,173,50.01,50,6.66
1997,不分男女,台中市,鼻咽,6.06,129,48.53,48,5.49
1997,不分男女,台南市,鼻咽,6.45,121,48.26,47,6.67
1997,不分男女,高雄市,鼻咽,6.44,174,48.18,47,6.53
1997,不分男女,基隆市,鼻咽,8.49,32,52.97,52.5,8.44
1997,不分男女,新竹市,鼻咽,5.33,18,48.94,49,5.12
1997,不分男女,嘉義市,鼻咽,3.33,9,49.44,49,3.42
1997,不分男女,新北市,鼻咽,6.78,223,46.98,46,6.52
1997,不分男女,桃園市,鼻咽,5.99,90,48.19,45,5.57
1997,不分男女,新竹縣,鼻咽,5.55,24,47.29,44,5.69
1997,不分男女,宜蘭縣,鼻咽,8.26,39,48.82,46,8.36
1997,不分男女,苗栗縣,鼻咽,6.2,36,49.39,46.5,6.42
1997,不分男女,彰化縣,鼻咽,6.24,78,49.1,49.5,6.01
1997,不分男女,南投縣,鼻咽,5.2,30,51.8,48,5.49
1997,不分男女,雲林縣,鼻咽,5.44,44,48.89,45,5.85
1997,不分男女,嘉義縣,鼻咽,5.49,34,53.5,56.5,5.99
1997,不分男女,屏東縣,鼻咽,7.06,69,49.64,47,7.55
1997,不分男女,澎湖縣,鼻咽,3.4,4,59.5,62,4.39
1997,不分男女,花蓮縣,鼻咽,6.51,23,50.78,50,6.42
1997,不分男女,台東縣,鼻咽,4.9,13,55.23,55,5.14
1997,不分男女,金門縣,鼻咽,4.12,2,65.5,65.5,3.92
1998,不分男女,台閩地區,鼻咽,6.48,1453,49.05,47,6.63
1998,不分男女,台北市,鼻咽,5.1,150,50.09,48,5.68
1998,不分男女,台中市,鼻咽,6.72,156,47.33,45,6.54
1998,不分男女,台南市,鼻咽,7.02,132,50.52,49,7.24
1998,不分男女,高雄市,鼻咽,6.54,180,48.03,47,6.69
1998,不分男女,基隆市,鼻咽,6.49,28,43.61,40.5,7.33
1998,不分男女,新竹市,鼻咽,6.34,23,49.04,46,6.46
1998,不分男女,嘉義市,鼻咽,3.47,10,53.1,48,3.8
1998,不分男女,新北市,鼻咽,6.41,211,49.05,48,6.1
1998,不分男女,桃園市,鼻咽,7.31,112,46.71,46,6.78
1998,不分男女,新竹縣,鼻咽,6.34,26,52.85,56.5,6.08
1998,不分男女,宜蘭縣,鼻咽,9.63,45,51.64,51,9.66
1998,不分男女,苗栗縣,鼻咽,6.27,36,52.36,54.5,6.43
1998,不分男女,彰化縣,鼻咽,6.92,91,49.35,47,6.99
1998,不分男女,南投縣,鼻咽,7.14,42,50.57,51.5,7.69
1998,不分男女,雲林縣,鼻咽,4.81,39,50.82,53,5.21
1998,不分男女,嘉義縣,鼻咽,6.51,41,51.68,52,7.25
1998,不分男女,屏東縣,鼻咽,7.35,73,49.64,48,8.02
1998,不分男女,澎湖縣,鼻咽,6.77,7,44.71,38,7.82
1998,不分男女,花蓮縣,鼻咽,6.81,26,48.81,48,7.29
1998,不分男女,台東縣,鼻咽,5.85,15,45.47,42,6
1998,不分男女,金門縣,鼻咽,1.84,1,44,44,1.96
1998,不分男女,連江縣,鼻咽,29.35,2,42,42,30.05
1999,不分男女,台閩地區,鼻咽,6.18,1423,49.82,48,6.44
1999,不分男女,台北市,鼻咽,5.57,168,49.71,47,6.36
1999,不分男女,台中市,鼻咽,5.4,129,47.86,45,5.33
1999,不分男女,台南市,鼻咽,5.82,116,50.75,48.5,6.33
1999,不分男女,高雄市,鼻咽,7.57,211,50.15,49,7.8
1999,不分男女,基隆市,鼻咽,7.17,29,49.62,48,7.53
1999,不分男女,新竹市,鼻咽,5.49,22,45.23,44,6.08
1999,不分男女,嘉義市,鼻咽,5.67,15,52,51,5.66
1999,不分男女,新北市,鼻咽,6.52,229,48.4,46,6.52
1999,不分男女,桃園市,鼻咽,6.47,109,48.56,46,6.44
1999,不分男女,新竹縣,鼻咽,6.22,26,47.35,45.5,5.99
1999,不分男女,宜蘭縣,鼻咽,5.79,29,57.62,58,6.24
1999,不分男女,苗栗縣,鼻咽,7.42,44,51.16,49.5,7.86
1999,不分男女,彰化縣,鼻咽,5.18,69,48.9,47,5.28
1999,不分男女,南投縣,鼻咽,4.69,28,49.57,48,5.15
1999,不分男女,雲林縣,鼻咽,4.86,41,52.15,57,5.49
1999,不分男女,嘉義縣,鼻咽,5.01,34,56.15,60.5,6.04
1999,不分男女,屏東縣,鼻咽,8.2,80,49.89,49.5,8.8
1999,不分男女,澎湖縣,鼻咽,3.78,4,56,59.5,4.49
1999,不分男女,花蓮縣,鼻咽,6.82,26,55.77,56.5,7.31
1999,不分男女,台東縣,鼻咽,4.68,12,49.33,50.5,4.84
1999,不分男女,金門縣,鼻咽,4.11,2,42.5,42.5,3.87
2000,不分男女,台閩地區,鼻咽,6.15,1448,49.63,48,6.5
2000,不分男女,台北市,鼻咽,4.98,156,50.79,49,5.89
2000,不分男女,台中市,鼻咽,6.47,155,50.04,49,6.3
2000,不分男女,台南市,鼻咽,6.81,139,49.96,46,7.54
2000,不分男女,高雄市,鼻咽,6.73,197,48.63,47,7.23
2000,不分男女,基隆市,鼻咽,5.25,21,55.24,57,5.41
2000,不分男女,新竹市,鼻咽,3.54,14,47.29,45,3.8
2000,不分男女,嘉義市,鼻咽,6.62,19,47.26,46,7.14
2000,不分男女,新北市,鼻咽,6.58,237,48.43,48,6.64
2000,不分男女,桃園市,鼻咽,5.51,93,46.71,46,5.37
2000,不分男女,新竹縣,鼻咽,4.24,19,48,48,4.32
2000,不分男女,宜蘭縣,鼻咽,5.51,28,57.18,60,6.02
2000,不分男女,苗栗縣,鼻咽,5.61,34,48.85,47.5,6.07
2000,不分男女,彰化縣,鼻咽,6.39,85,50.04,50,6.49
2000,不分男女,南投縣,鼻咽,5.14,30,49.37,50,5.54
2000,不分男女,雲林縣,鼻咽,5.05,41,51.71,49,5.52
2000,不分男女,嘉義縣,鼻咽,6.18,41,53.24,55,7.29
2000,不分男女,屏東縣,鼻咽,7.99,79,48.41,48,8.7
2000,不分男女,澎湖縣,鼻咽,3.31,4,62.75,63.5,4.47
2000,不分男女,花蓮縣,鼻咽,6.9,27,51.44,55,7.64
2000,不分男女,台東縣,鼻咽,9.19,25,49.68,45,10.19
2000,不分男女,金門縣,鼻咽,3.26,2,44.5,44.5,3.72
2000,不分男女,連江縣,鼻咽,30.77,2,52,52,29.7
2001,不分男女,台閩地區,鼻咽,5.93,1436,49.27,48,6.41
2001,不分男女,台北市,鼻咽,5.16,158,48.8,48,6
2001,不分男女,台中市,鼻咽,6.07,154,49.4,47,6.19
2001,不分男女,台南市,鼻咽,5.52,113,49.24,47,6.11
2001,不分男女,高雄市,鼻咽,6.02,180,49.46,48,6.59
2001,不分男女,基隆市,鼻咽,5.89,26,46.73,45,6.65
2001,不分男女,新竹市,鼻咽,4.4,18,47.11,45,4.82
2001,不分男女,嘉義市,鼻咽,6.02,17,50.12,51,6.34
2001,不分男女,新北市,鼻咽,6.56,251,47.2,45,6.95
2001,不分男女,桃園市,鼻咽,6.99,113,51.81,50,6.41
2001,不分男女,新竹縣,鼻咽,3.94,19,51.26,49,4.26
2001,不分男女,宜蘭縣,鼻咽,7.28,37,50.59,48,7.94
2001,不分男女,苗栗縣,鼻咽,6.43,38,47.24,47.5,6.78
2001,不分男女,彰化縣,鼻咽,6.11,85,49.19,47,6.47
2001,不分男女,南投縣,鼻咽,6.56,39,50.15,49,7.2
2001,不分男女,雲林縣,鼻咽,4.42,36,47.11,45.5,4.84
2001,不分男女,嘉義縣,鼻咽,4.83,33,56.48,56,5.86
2001,不分男女,屏東縣,鼻咽,6.52,65,49.89,49,7.15
2001,不分男女,澎湖縣,鼻咽,3.93,4,50.75,50,4.34
2001,不分男女,花蓮縣,鼻咽,6.33,25,52,52,7.08
2001,不分男女,台東縣,鼻咽,7.03,19,50.32,50,7.77
2001,不分男女,金門縣,鼻咽,7.6,5,53.2,50,8.78
2001,不分男女,連江縣,鼻咽,7.61,1,44,44,11.3
2002,不分男女,台閩地區,鼻咽,5.67,1413,49.8,48,6.27
2002,不分男女,台北市,鼻咽,5.7,177,49.15,47,6.7
2002,不分男女,台中市,鼻咽,5.59,149,45.65,45,5.94
2002,不分男女,台南市,鼻咽,6.21,130,49.2,48,7.02
2002,不分男女,高雄市,鼻咽,4.97,153,50.95,48,5.58
2002,不分男女,基隆市,鼻咽,8.71,40,50.98,49,10.22
2002,不分男女,新竹市,鼻咽,5.58,22,48.27,49,5.81
2002,不分男女,嘉義市,鼻咽,4.02,12,55.75,53,4.48
2002,不分男女,新北市,鼻咽,6.75,263,49.83,48,7.22
2002,不分男女,桃園市,鼻咽,5.83,102,50.13,50,5.69
2002,不分男女,新竹縣,鼻咽,6.37,31,54.06,50,6.85
2002,不分男女,宜蘭縣,鼻咽,5.3,28,56.04,60.5,6.03
2002,不分男女,苗栗縣,鼻咽,4.35,27,52.37,50,4.81
2002,不分男女,彰化縣,鼻咽,4.9,68,50.62,50.5,5.17
2002,不分男女,南投縣,鼻咽,4.87,29,49.72,48,5.36
2002,不分男女,雲林縣,鼻咽,3.48,30,51.6,51.5,4.04
2002,不分男女,嘉義縣,鼻咽,5.3,35,50.34,50,6.22
2002,不分男女,屏東縣,鼻咽,6.55,68,49.93,46.5,7.5
2002,不分男女,澎湖縣,鼻咽,3.26,3,48.67,49,3.25
