district,category,number,name,address,very_good,good,normal,weak,very_weak,accessible,parent-child,kind_point,lng,lat
大安區,超商,1,統一超商臺北市溫州店,臺北市大安區羅斯福路3段245號,0,1,0,0,0,,,,121.529997,25.019341
大安區,加油站,1,中油富陽街站,臺北市大安區富陽街133號,1,0,0,0,0,v,,v,121.55693,25.019026
大安區,餐廳,1,西雅圖咖啡台大店,臺北市大安區新生南路三段88號,0,1,0,0,0,,,,121.533337,25.018826
大安區,超商,1,統一超商臺北市麟光店,臺北市大安區臥龍街252號及252-1號,0,1,0,0,0,,,,121.556994,25.018593
大安區,交通,3,捷運麟光站,臺北市大安區和平東路三段410號,3,0,0,0,0,v,v,,121.558729,25.018481
大安區,餐廳,1,麥當勞麟光店,臺北市大安區和平東路三段406巷8號1F,0,1,0,0,0,,,,121.55812,25.018437
大安區,餐廳,1,麥當勞新生南路分公司,臺北市大安區新生南路三段88之1.2.3號,0,1,0,0,0,,,,121.533552,25.018322
大安區,超商,1,統一超商臺北市黎元店,臺北市大安區臥龍街188巷1號,0,1,0,0,0,,,,121.550932,25.018282
大安區,機關,1,臥龍街派出所,臺北市大安區臥龍街185號,1,0,0,0,0,,,,121.551744,25.01804
大安區,餐廳,1,統一星巴克羅斯福路門市,臺北市大安區羅斯福路三段301號1F,0,1,0,0,0,,,,121.531813,25.017893
大安區,餐廳,1,肯德基台北台大分公司,臺北市大安區新生南路三段96之號1樓、96之2號1樓,0,0,1,0,0,,,,121.53336,25.017417
大安區,公園,1,福州山公園66號,臺北市大安區臥龍街195巷口,0,1,0,0,0,,,,121.558392,25.017407
大安區,機關,4,臺北市立圖書館大安分館,臺北市大安區辛亥路三段223號4、5樓,0,4,0,0,0,v,v,,121.550488,25.016161
大安區,機關,2,大安區老人服務中心,臺北市大安區辛亥路三段223號3樓,0,2,0,0,0,v,,v,121.550751,25.015958
大安區,機關,23,第二殯儀館,臺北市大安區辛亥路三段330號,0,21,2,0,0,v,,,121.552118,25.014697
大安區,環保局,1,大安15號,臺北市大安區辛亥路三段284巷殯儀館外（台灣三山善社後面）,0,1,0,0,0,,,,121.551712,25.014276
大安區,學校,218,國立臺灣大學,臺北市大安區羅斯福路四段1號,62,156,0,0,0,v,,,121.529989,25.013673
大安區,環保局,1,大安23號,臺北市大安區基隆路三段155巷182弄坡上,0,1,0,0,0,,,,121.548401,25.01355
大安區,學校,129,國立臺灣科技大學,臺北市大安區基隆路四段43號,0,129,0,0,0,v,,,121.541576,25.013255
大安區,餐廳,1,茄子咖哩,臺北市大安區羅斯福路四段85號2F,0,1,0,0,0,,,,121.536545,25.013051
大安區,餐廳,1,龐德羅莎台大店,臺北市大安區羅斯福路四段85號2F,0,1,0,0,0,,,,121.536545,25.013051
大安區,環保局,1,大安24號,臺北市大安區基隆路三段155巷128號邊,0,1,0,0,0,,,,121.547823,25.012458
大安區,機關,1,羅斯福路派出所,臺北市大安區羅斯福路四段115號,0,1,0,0,0,v,,v,121.537614,25.011038
中山區,交通,3,捷運大直站,臺北市中山區北安路354號,3,0,0,0,0,v,v,,121.546882,25.179658
中山區,環保局,1,中山23號,臺北市中山區北安路729巷附近往自強遂道機慢車道旁登山步道入口左側進入60公尺,0,1,0,0,0,,,,121.55055,25.086345
中山區,環保局,1,中山8號,臺北市中山區北安路805巷6號劍潭古寺旁,0,1,0,0,0,,,,121.555828,25.086312
中山區,公園,1,力行公園,臺北市中山區通北街118巷口,0,1,0,0,0,v,,,121.537118,25.085504
中山區,交通,3,捷運劍南路站,臺北市中山區北安路798號,3,0,0,0,0,v,v,,121.555462,25.084787
中山區,交通,2,大直計程車服務站,臺北市中山區北安路676號,0,2,0,0,0,v,,,121.549935,25.084421
中山區,環保局,1,中山公園4號,臺北市中山區中山北路四段圓山早覺會萬壽園旁,0,1,0,0,0,,,,121.528424,25.084326
中山區,餐廳,1,維多麗亞酒店,臺北市中山區敬業四路168號,1,0,0,0,0,,,v,121.558713,25.084325
中山區,加油站,1,中油大直站,臺北市中山區明水路661號,1,0,0,0,0,v,,v,121.550653,25.084249
中山區,學校,7,臺北市私立道明外僑學校,臺北市中山區大直街76號,7,0,0,0,0,v,,,121.546322,25.084043
中山區,餐廳,1,摩斯漢堡實踐大學店,臺北市中山區大直街59號,0,1,0,0,0,,,,121.546383,25.08385
中山區,餐廳,1,麥當勞北安店,臺北市中山區北安路626號,0,1,0,0,0,,,,121.549194,25.083014
中山區,戲院,6,美麗華大直影城,臺北市中山區敬業三路20號,6,0,0,0,0,v,,,121.557293,25.082837
中山區,百貨,19,美麗華百樂園,臺北市中山區敬業三路20號,19,0,0,0,0,v,v,,121.557293,25.082837
中山區,學校,35,實踐大學,臺北市中山區大直街62巷3號,35,0,0,0,0,v,,,121.546098,25.082827
中山區,餐廳,3,大食代,臺北市中山區樂群三路218號,0,3,0,0,0,v,,,121.558039,25.082447
中山區,百貨,2,家樂福大直店,臺北市中山區樂群三路218號2樓,0,2,0,0,0,v,,v,121.558039,25.082447
中山區,環保局,1,中山公園3號,臺北市中山區中山北路四段圓山早覺會土地公廟旁,0,1,0,0,0,,,,121.527912,25.081976
中山區,機關,4,臺北市立圖書館大直分館,臺北市中山區大直街25號3、4、5樓,0,4,0,0,0,v,v,,121.546687,25.08185
中山區,公園,1,永直公園,臺北市中山區北安路608巷4弄底,0,1,0,0,0,v,,,121.550495,25.081731
中山區,環保局,1,中山公園1號,臺北市中山區中山北路四段圓山早覺會圓通巖旁,0,1,0,0,0,,,,121.529049,25.081534
中山區,餐廳,1,摩斯漢堡北安店,臺北市中山區北安路586號,0,1,0,0,0,,,,121.548786,25.081459
中山區,百貨,18,愛買大直店,臺北市中山區敬業三路123號,0,18,0,0,0,v,,,121.555641,25.081345
中山區,環保局,1,中山公園2號,臺北市中山區中山北路四段圓山早覺會71巷2弄5號圖書室旁,0,1,0,0,0,,,,121.52656,25.080835
中山區,餐廳,1,丹堤咖啡北安分公司,臺北市中山區北安路567-3號,0,1,0,0,0,,,,121.548121,25.08076
中山區,公園,1,劍潭公園,臺北市中山區中山北路四段劍潭公園,0,1,0,0,0,,,,121.524493,25.080501
中山區,市場,1,公有大直市場,臺北市中山區北安路476號,0,1,0,0,0,,,,121.545138,25.079657
中山區,機關,1,大直派出所,臺北市中山區北安路456號,1,0,0,0,0,,,v,121.544149,25.079512
中山區,學校,28,臺北市立大直高級中學,臺北市中山區北安路420號,0,28,0,0,0,v,v,,121.543019,25.079075
中山區,遊憩,2,忠烈祠,臺北市中山區北安路139號,2,0,0,0,0,v,v,v,121.533073,25.078801
中山區,餐廳,6,台北圓山飯店,臺北市中山區中山北路四段1號,6,0,0,0,0,v,,v,121.526143,25.078575
中山區,交通,1,濱江國中地下停車場,臺北市中山區樂群二路266巷1號地下,0,1,0,0,0,v,,,121.561806,25.078575
中山區,遊憩,1,圓山風景區,臺北市中山區中山北路四段1巷圓山飯店右側停車場邊,0,1,0,0,0,v,v,,121.528021,25.078441
中山區,環保局,1,中山11號,臺北市中山區北安路400巷11號旁,0,1,0,0,0,,,,121.540988,25.078367
中山區,機關,1,圓山派出所,臺北市中山區中山北路三段62號,0,1,0,0,0,v,,,121.523684,25.07324
中山區,遊憩,0,臺北故事館,臺北市中山區中山北路三段181-1號,0,0,0,0,0,,,,121.524532,25.073173
中山區,加油站,1,濱江加油站,臺北市中山區濱江街195號,0,1,0,0,0,,,,121.539409,25.072918
中山區,加油站,1,西歐大直橋加油站,臺北市中山區濱江街333號,0,1,0,0,0,,,,121.547778,25.072675
中山區,遊憩,15,臺北市立美術館,臺北市中山區中山北路三段181號,15,0,0,0,0,v,v,,121.524686,25.072631
中山區,遊憩,3,臺灣精品館,臺北市中山區中山北路三段181號,3,0,0,0,0,v,,,121.524686,25.072631
中山區,宗教寺廟,1,財團法人臺北市臨濟護國禪寺,臺北市中山區酒泉街5巷27號,0,1,0,0,0,,,,121.520705,25.072233
中山區,遊憩,4,林安泰古厝,臺北市中山區濱江街5號林安泰古厝內,4,0,0,0,0,v,,v,121.530361,25.071746
中山區,交通,1,中山計程車服務站,臺北市中山區新生北路三段市立美術館後,0,1,0,0,0,v,,,121.525693,25.071735
中山區,公園,2,中山美術公園,臺北市中山區台北市圓山里中山北路三段181號,2,0,0,0,0,v,v,,121.524249,25.071088
中山區,遊憩,19,花博公園,臺北市中山區玉門街1號,0,19,0,0,0,v,v,v,121.520548,25.070634
中山區,公園,3,新生公園,臺北市中山區新生北路三段105號建國高架橋旁,1,2,0,0,0,v,,v,121.530579,25.069429
中山區,餐廳,6,海霸王(北區),臺北市中山區中山北路三段59號,6,0,0,0,0,v,,,121.523226,25.068714
中山區,百貨,4,中山地下街,臺北市中山區南京西路16號地下街(位於捷運臺北車站至雙連站之間),4,0,0,0,0,v,,,121.5456,25.0686
中山區,環保局,1,中山14號,臺北市中山區中山北路三段往大直慢車道旁高架橋下,0,1,0,0,0,,,,121.522729,25.068485
中山區,公園,1,民族公園,臺北市中山區民族東路新生北路口,0,1,0,0,0,v,,,121.527608,25.068483
中山區,宗教寺廟,1,中嶽殿,臺北市中山區民族東路115號,0,1,0,0,0,,,,121.538393,25.068383
中山區,餐廳,5,歐華酒店,臺北市中山區林森北路646號,5,0,0,0,0,v,,,121.52572,25.068123
中山區,市場,10,臺北第二果菜批發市場(濱江),臺北市中山區民族東路336號,0,10,0,0,0,v,,,121.537226,25.068013
中山區,交通,1,臺北第二果菜市場地下停車場(濱江),臺北市中山區民族東路336號B1,0,1,0,0,0,v,,,121.537226,25.068013
中山區,機關,1,建國派出所,臺北市中山區民族東路284號,0,1,0,0,0,v,,,121.536047,25.068007
中山區,學校,26,大同大學,臺北市中山區中山北路三段40號,12,14,0,0,0,v,,,121.522206,25.067015
中山區,學校,4,臺北市私立大同高級中學,臺北市中山區中山北路三段40號,0,4,0,0,0,v,,,121.522206,25.067015
中山區,宗教寺廟,2,財團法人臺北市景福宮,臺北市中山區德惠街11號,0,2,0,0,0,v,,,121.52555,25.066943
中山區,餐廳,2,帝后飯店,臺北市中山區德惠街14號,2,0,0,0,0,,,v,121.523877,25.066718
中山區,市場,3,臺北民族漁市,臺北市中山區民族東路410巷2弄20號,0,3,0,0,0,v,,v,121.536732,25.066674
中山區,餐廳,2,欣葉餐廳,臺北市中山區雙城街34號,0,2,0,0,0,,,,121.524245,25.066621
中山區,機關,8,財政部臺北國稅局中南稽徵所,臺北市中山區德惠街16-5號3-6樓,8,0,0,0,0,v,,,121.524591,25.066581
中山區,超商,1,全家超商臺北市濱江店,臺北市中山區建國北路三段111號1樓,0,1,0,0,0,,,,121.536026,25.066366
中山區,餐廳,2,台北華國大飯店,臺北市中山區林森北路600號2樓,2,0,0,0,0,v,,v,121.525563,25.065946
中山區,超商,0,統一超商臺北市新晴光門市,臺北市中山區雙城街30號,0,0,0,0,0,,,,121.524291,25.065879
中山區,學校,12,臺北市私立稻江護理家事職業學校,臺北市中山區新生北路三段55號,1,11,0,0,0,v,,,121.528648,25.065713
中山區,加油站,1,中油建國北路站,臺北市中山區建國北路三段91之1號,0,1,0,0,0,v,,v,121.536698,25.065677
中山區,餐廳,1,漢堡王中山店,臺北市中山區中山北路三段24-1號,0,1,0,0,0,,,,121.522028,25.065347
中山區,超商,1,統一超商臺北市稻江店,臺北市中山區新生北路三段35號,0,1,0,0,0,,,,121.528053,25.064976
中山區,超商,0,統一超商臺北市吉安店,臺北市中山區吉林路365號367號,0,0,0,0,0,,,,121.530479,25.064896
中山區,機關,6,臺北市中山區公所,臺北市中山區松江路367號,6,0,0,0,0,v,v,v,121.533556,25.064455
中山區,機關,2,臺北市中山區戶政事務所,臺北市中山區松江路367號2樓,2,0,0,0,0,,,v,121.533556,25.064455
中山區,機關,2,臺北市稅捐稽徵處中北分處,臺北市中山區松江路367號3樓,2,0,0,0,0,,,v,121.533556,25.064455
中山區,機關,2,財政部臺北國稅局中北稽徵所,臺北市中山區松江路367號4樓,2,0,0,0,0,v,,,121.533556,25.064455
中山區,機關,2,臺北市中山區健康服務中心,臺北市中山區松江路367號7樓,2,0,0,0,0,v,,,121.533556,25.064455
中山區,機關,2,臺北市立圖書館中山分館,臺北市中山區松江路367號8樓,2,0,0,0,0,,,,121.533556,25.064455
中山區,交通,1,榮星公園地下停車場,臺北市中山區建國北路三段39號B1,0,1,0,0,0,v,,,121.537425,25.064072
中山區,餐廳,0,丹堤松江民權分公司,臺北市中山區松江路363號1樓,0,0,0,0,0,,,,121.533422,25.064026
中山區,遊憩,4,榮星公園游泳池,臺北市中山區建國北路三段39號,0,4,0,0,0,,,,121.537855,25.063824
中山區,機關,6,臺北市中山地政事務所,臺北市中山區松江路357巷1號1樓,6,0,0,0,0,,v,v,121.534167,25.063559
中山區,醫院,5,聯合醫院林森中醫院區,臺北市中山區林森北路530號,4,1,0,0,0,v,,,121.525434,25.063509
中山區,公園,3,榮星公園,臺北市中山區民權東路三段1號,0,3,0,0,0,v,,,121.538864,25.063371
中山區,機關,8,臺北市立圖書館恆安民眾閱覽室,臺北市中山區民權東路一段71巷19號,0,8,0,0,0,v,,v,121.527172,25.06336
中山區,餐廳,1,三商巧福民權分公司,臺北市中山區民權西路45號,0,1,0,0,0,,,v,121.520962,25.063025
中山區,餐廳,1,摩斯漢堡民權西路店,臺北市中山區民權西路25號1樓,0,1,0,0,0,,,v,121.521502,25.063014
中山區,餐廳,1,統一星巴克中山門市,臺北市中山區中山北路二段171號1樓,0,1,0,0,0,,,,121.522817,25.062964
中山區,餐廳,2,麥當勞民權二分公司,臺北市中山區民權東路二段43號1-2樓,0,2,0,0,0,,,,121.53044,25.06284
中山區,宗教寺廟,2,行天宮,臺北市中山區民權東路二段109號,0,2,0,0,0,,,,121.533633,25.062824
中山區,餐廳,3,亞都麗緻大飯店,臺北市中山區民權東路二段41號,3,0,0,0,0,,,v,121.529818,25.062774
中山區,交通,4,捷運中山國小站,臺北市中山區民權東路一段71號B1,4,0,0,0,0,v,v,,121.527658,25.062655
中山區,機關,12,臺北市立第一殯儀館,臺北市中山區民權東路二段145號,6,6,0,0,0,v,,,121.535723,25.062648
中山區,餐廳,1,摩斯漢堡民權林森店,臺北市中山區民權東路一段76號1、2樓,0,1,0,0,0,,,v,121.525397,25.062646
中山區,餐廳,1,麥當勞台北民權3分公司,臺北市中山區民權西路68號,0,1,0,0,0,,,,121.519716,25.062641
中山區,餐廳,1,吉野家民權西路分公司,臺北市中山區民權西路62號,0,1,0,0,0,,,,121.520109,25.062629
中山區,餐廳,1,西雅圖咖啡榮星分公司,臺北市中山區民權東路三段3號1樓,0,1,0,0,0,,,v,121.541083,25.062626
中山區,餐廳,1,頂呱呱民權店,臺北市中山區民權西路54之1號1樓,0,1,0,0,0,,,,121.52047,25.062618
中山區,餐廳,1,三商巧福民權二分公司,臺北市中山區民權東路三段11號1樓,0,1,0,0,0,,,v,121.541362,25.062607
中山區,餐廳,1,羅多倫咖啡民權分公司,臺北市中山區民權西路38之1號1樓,0,1,0,0,0,,,,121.521213,25.062586
中山區,餐廳,1,摩斯漢堡民權店,臺北市中山區民權東路三段5號1樓,0,1,0,0,0,,,v,121.541173,25.06257
中山區,餐廳,1,丹堤咖啡民權分公司,臺北市中山區民權西路34之1號1樓,0,1,0,0,0,,,,121.521424,25.062562
中山區,餐廳,1,丹堤咖啡民權行天宮店,臺北市中山區民權東路二段148號,0,1,0,0,0,,,,121.534195,25.062199
中山區,餐廳,1,統一星巴克龍權門市,臺北市中山區民權東路三段22號1樓,1,0,0,0,0,,,v,121.540375,25.06216
中山區,餐廳,1,統一星巴克民權門市,臺北市中山區民權東路三段88號,0,1,0,0,0,,,,121.54398,25.061985
中山區,機關,2,中山社福中心,臺北市中山區河江街137號3樓,0,2,0,0,0,,,,121.539347,25.061611
中山區,餐廳,1,拿坡里龍江店,臺北市中山區龍江路303號,0,1,0,0,0,,,,121.540868,25.06111
中山區,交通,3,捷運中山國中站,臺北市中山區復興北路376號,3,0,0,0,0,v,v,,121.544215,25.060841
中山區,餐廳,1,爭鮮松江分公司,臺北市中山區松江路289之202號,0,1,0,0,0,,,,121.533315,25.06076
中山區,交通,3,捷運行天宮站,臺北市中山區松江路316號B1,3,0,0,0,0,v,v,,121.533084,25.060552
中山區,遊憩,2,台北戲棚,臺北市中山區中山北路二段113號,2,0,0,0,0,v,,,121.523254,25.060503
中山區,超商,1,統一超商臺北市吉林店,臺北市中山區吉林路209號1樓2樓,0,1,0,0,0,,,,121.530377,25.06028
中山區,市場,1,公有松江市場,臺北市中山區錦州街222號,0,1,0,0,0,v,v,v,121.53215,25.060217
中山區,機關,2,臺北市稅捐稽徵處中南分處,臺北市中山區錦州街222號3樓,2,0,0,0,0,,,v,121.53215,25.060217
中山區,餐廳,3,康華大飯店,臺北市中山區松江路306號,3,0,0,0,0,v,,v,121.532778,25.060129
中山區,餐廳,1,麥當勞林森分公司,臺北市中山區林森北路413號1樓,0,1,0,0,0,,,,121.525762,25.060002
中山區,機關,1,民權一派出所,臺北市中山區新生北路二段127號之1,0,1,0,0,0,,,v,121.527936,25.059882
中山區,餐廳,1,摩斯漢堡康華店,臺北市中山區松江路274號,0,1,0,0,0,,,v,121.532782,25.059789
中山區,宗教寺廟,1,財團法人臺北市中庄仔福德宮,臺北市中山區吉林路236巷35號,0,1,0,0,0,,,,121.528941,25.059398
中山區,交通,1,永盛公園地下停車場,臺北市中山區中山北路二段93巷30號,0,1,0,0,0,v,,,121.524689,25.059163
中山區,醫院,28,財團法人基督長老教會馬偕紀念醫院,臺北市中山區中山北路二段92號,28,0,0,0,0,v,v,v,121.522429,25.058443
中山區,餐廳,3,彭園湘菜館(林森店),臺北市中山區林森北路380號2、3樓,0,3,0,0,0,,,,121.525387,25.058361
中山區,學校,70,國立臺北大學,臺北市中山區民生東路三段67號,1,69,0,0,0,v,,,121.542386,25.05804
中山區,餐廳,1,肯德基雙連店,臺北市中山區民生西路9號,0,1,0,0,0,,,,121.521578,25.057961
中山區,餐廳,1,統一星巴克馬偕門市,臺北市中山區民生西路7號1、2樓,0,1,0,0,0,,,v,121.521663,25.057958
中山區,餐廳,2,華泰王子大飯店,臺北市中山區林森北路369號,2,0,0,0,0,,,v,121.525699,25.057855
中山區,餐廳,1,統一星巴克松江門市,臺北市中山區松江路206號1樓,0,1,0,0,0,,,v,121.532821,25.057683
中山區,餐廳,1,綠峰飯店,臺北市中山區中山北路二段77巷18號,1,0,0,0,0,,,,121.524623,25.057377
中山區,餐廳,1,摩斯漢堡中北2店,臺北市中山區中山北路二段76號1樓,0,1,0,0,0,,,v,121.522587,25.057146
中山區,餐廳,6,國賓大飯店,臺北市中山區中山北路二段63號,6,0,0,0,0,,,v,121.52313,25.056582
中山區,加油站,1,中油新生北路站,臺北市中山區新生北路二段71號,0,1,0,0,0,v,,v,121.52805,25.056552
中山區,餐廳,2,慶泰飯店,臺北市中山區松江路186號,2,0,0,0,0,,,v,121.532771,25.056447
中山區,遊憩,3,蔡瑞月舞蹈研究社,臺北市中山區中山北路二段48巷10號,0,3,0,0,0,v,,,121.521986,25.055776
中山區,環保局,1,中山9號,臺北市中山區龍江路179巷15之5號旁,0,1,0,0,0,,,,121.541511,25.055237
中山區,學校,47,臺北市立大同高級中學,臺北市中山區長春路167號,47,0,0,0,0,v,,,121.535287,25.055022
中山區,遊憩,12,臺北市中山運動中心,臺北市中山區中山北路二段44巷2號,0,12,0,0,0,v,,,121.521531,25.054968
中山區,市場,2,公有長春市場,臺北市中山區長春路299號,0,2,0,0,0,,,,121.542386,25.054769
中山區,餐廳,1,六福客棧,臺北市中山區長春路168號,1,0,0,0,0,,,v,121.53353,25.054733
中山區,餐廳,1,漢堡王林森店,臺北市中山區林森北路258號,0,1,0,0,0,,,,121.525247,25.054715
中山區,戲院,8,國賓影城(國元),臺北市中山區長春路176號,8,0,0,0,0,v,,,121.534119,25.054669
中山區,機關,1,長春路派出所,臺北市中山區長春路206號,0,1,0,0,0,,,,121.536099,25.054615
中山區,餐廳,1,麥當勞長春店,臺北市中山區長春路172號,0,1,0,0,0,,,,121.533823,25.05458
中山區,戲院,5,國賓影城(長春),臺北市中山區長春路172號1、2樓及Ｂ1,5,0,0,0,0,v,,,121.533823,25.05458
中山區,餐廳,1,摩斯漢堡松江店,臺北市中山區松江路156-1號,0,1,0,0,0,,,v,121.532839,25.054509
中山區,餐廳,1,統一星巴克林森門市,臺北市中山區林森北路247號1樓,0,1,0,0,0,,,v,121.525698,25.054443
中山區,餐廳,27,晶華國際酒店,臺北市中山區中山北路二段41號,27,0,0,0,0,v,,v,121.523772,25.054309
中山區,百貨,0,欣欣百貨,臺北市中山區林森北路247號,0,0,0,0,0,v,,,121.525601,25.05421
中山區,戲院,6,欣欣秀泰影城,臺北市中山區林森北路247號,6,0,0,0,0,v,,v,121.525784,25.054132
中山區,餐廳,3,台北老爺大酒店,臺北市中山區中山北路二段37之1號,3,0,0,0,0,v,,v,121.522847,25.053969
中山區,公園,1,一江公園,臺北市中山區一江街及松江路146號邊,0,1,0,0,0,v,,,121.531197,25.053518
中山區,公園,1,中山康樂公園(公園中山15號),臺北市中山區林森北路與南京東路一段交叉口,0,1,0,0,0,v,,,121.524911,25.053302
中山區,餐廳,1,王品台塑牛排館中山分公司,臺北市中山區中山北路二段33號2樓,1,0,0,0,0,,,v,121.522842,25.053301
中山區,遊憩,2,臺北之家,臺北市中山區中山北路二段18號,0,2,0,0,0,,,,121.522161,25.053279
中山區,公園,1,四平公園,臺北市中山區伊通街97之1,0,1,0,0,0,,,,121.534612,25.053129
中山區,交通,5,捷運松江南京站,臺北市中山區松江路126號B1,5,0,0,0,0,v,v,,121.532951,25.052906
中山區,超商,1,統一超商臺北市江陵店,臺北市中山區一江街23號1樓,0,1,0,0,0,,,,121.531685,25.052853
中山區,超商,1,統一超商臺北市龍京門市,臺北市中山區龍江路104號1樓,0,1,0,0,0,,,,121.540317,25.052735
中山區,餐廳,1,摩斯漢堡台北中山店,臺北市中山區中山北路二段9號1樓、9之1號1樓,0,1,0,0,0,,,,121.522933,25.052719
中山區,餐廳,5,首都大飯店,臺北市中山區建國北路二段7號,5,0,0,0,0,,v,v,121.537033,25.052673
中山區,機關,1,中山分局,臺北市中山區中山北路段1號,0,1,0,0,0,v,,,121.52283,25.052625
中山區,交通,6,林森公園地下停車場,臺北市中山區南京東路-林森北路口中山14號公園地下,0,6,0,0,0,v,,,121.526444,25.052533
中山區,餐廳,1,西堤牛排南京東分公司,臺北市中山區南京東路二段11號2樓,1,0,0,0,0,,,v,121.527892,25.052435
中山區,交通,2,捷運中山站,臺北市中山區南京西路16號,2,0,0,0,0,v,,,121.520518,25.052433
中山區,餐廳,2,天廚菜館,臺北市中山區南京西路1號2～4樓,0,2,0,0,0,,,v,121.522136,25.05241
中山區,百貨,35,新光三越百貨(南京店),臺北市中山區南京西路12號,27,8,0,0,0,v,,v,121.521187,25.052307
中山區,餐廳,9,大倉久和大飯店,臺北市中山區南京東路一段9號,9,0,0,0,0,v,,v,121.523373,25.052275
中山區,餐廳,1,陶板屋南京東分公司,臺北市中山區南京東路二段178號2樓,1,0,0,0,0,,,v,121.535053,25.052246
中山區,餐廳,2,壹品宴,臺北市中山區南京東路二段63號2樓,2,0,0,0,0,,,,121.53023,25.05223
中山區,餐廳,1,摩斯漢堡南東店,臺北市中山區南京東路三段116號,0,1,0,0,0,,,v,121.540074,25.052188
中山區,餐廳,7,六福皇宮飯店,臺北市中山區南京東路三段133號,7,0,0,0,0,v,v,v,121.541112,25.052181
中山區,機關,3,林森公園康樂區民活動中心,臺北市中山區南京東路1段35號2樓,0,3,0,0,0,v,,v,121.526958,25.052145
中山區,機關,4,財政部臺北國稅局松山分局,臺北市中山區南京東路三段131號4樓,4,0,0,0,0,v,,,121.540676,25.052141
中山區,餐廳,1,爭鮮南京伊通分公司,臺北市中山區南京東路二段174號1樓,1,0,0,0,0,,,,121.534839,25.051974
中山區,餐廳,1,統一星巴克南京林森門市,臺北市中山區南京東路一段52號,0,1,0,0,0,,,,121.524639,25.051941
中山區,餐廳,8,台北國際飯店,臺北市中山區南京東路一段66號,8,0,0,0,0,,,,121.525063,25.051939
中山區,餐廳,2,國王大飯店,臺北市中山區南京東路一段118號,2,0,0,0,0,,,,121.526685,25.051893
中山區,交通,5,捷運松山線松江南京站,臺北市中山區松江路126號B1,5,0,0,0,0,v,v,,121.533077,25.051885
中山區,餐廳,1,麥當勞南京東分公司,臺北市中山區南京東路一段86號1、2樓,0,1,0,0,0,,,,121.525573,25.051815
中山區,餐廳,2,春梅子餐廳(南京店),臺北市中山區南京東路二段206號Ｂ1,0,2,0,0,0,,,,121.535479,25.05172
中山區,餐廳,1,肯德基中山分公司,臺北市中山區南京東路三段222號1至3樓,0,1,0,0,0,,,,121.543758,25.051703
中山區,餐廳,2,吉野家吉林分公司,臺北市中山區吉林路36號1樓,0,2,0,0,0,,,,121.529949,25.051665
中山區,餐廳,1,摩斯漢堡林森店,臺北市中山區林森北路140號1、2樓,0,1,0,0,0,,,v,121.525096,25.051558
中山區,餐廳,1,三商巧福伊通店,臺北市中山區伊通街41之3號,0,1,0,0,0,,,v,121.534946,25.051196
中山區,超商,1,統一超商臺北市鑫東一店,臺北市中山區一江街11號13號,0,1,0,0,0,,,,121.531597,25.051165
中山區,加油站,1,中油吉林路站,臺北市中山區吉林路31號,0,1,0,0,0,,,v,121.5302,25.050893
中山區,餐廳,1,摩斯漢堡吉林分公司,臺北市中山區吉林路27號1樓,0,1,0,0,0,,,,121.530192,25.050771
中山區,遊憩,1,袖珍博物館,臺北市中山區建國北路一段96號B1,0,1,0,0,0,,,v,121.536298,25.050391
中山區,餐廳,2,亞士都飯店,臺北市中山區林森北路98號,2,0,0,0,0,,,v,121.524821,25.050317
中山區,餐廳,3,梅子餐廳(林森店),臺北市中山區林森北路107巷1號,0,3,0,0,0,,,,121.525245,25.050293
中山區,市場,3,公有中山市場,臺北市中山區長安西路3號,0,3,0,0,0,v,,v,121.521077,25.050213
中山區,機關,1,臺北自來水事業處北區營業分處,臺北市中山區長安西路3號2樓,1,0,0,0,0,v,,v,121.521077,25.050213
中山區,機關,2,臺北市立圖書館長安分館,臺北市中山區長安西路3號4樓,0,2,0,0,0,v,,,121.521077,25.050213
中山區,機關,2,臺北市動產質借處中山分處,臺北市中山區長安西路3號6樓,1,1,0,0,0,,,v,121.520754,25.050021
中山區,宗教寺廟,2,慧日講堂,臺北市中山區朱崙街36號,0,2,0,0,0,v,,,121.541376,25.049928
中山區,學校,2,臺北市私立中興高級中學,臺北市中山區朱崙街42號,0,2,0,0,0,v,,,121.541912,25.049912
中山區,交通,2,長安國小地下停車場,臺北市中山區吉林路15號B1,2,0,0,0,0,,,,121.530356,25.049764
中山區,餐廳,1,吉野家天津分公司,臺北市中山區長安東路一段8之3號,0,1,0,0,0,,,v,121.522657,25.049452
中山區,公園,1,朱崙公園,臺北市中山區龍江路45巷,0,1,0,0,0,v,,,121.54163,25.049296
中山區,餐廳,5,台北長榮桂冠酒店,臺北市中山區松江路63號,5,0,0,0,0,,,v,121.533008,25.048821
中山區,餐廳,1,統一星巴克松安門市,臺北市中山區松江路61之1號,0,1,0,0,0,,,,121.533229,25.048767
中山區,學校,44,臺北市立中山女子高級中學,臺北市中山區長安東路二段141號,24,20,0,0,0,v,,,121.537599,25.048636
中山區,超商,1,統一超商臺北市江東店,臺北市中山區長安東路一段43號45-1號1樓,0,1,0,0,0,,,,121.531752,25.048607
中山區,交通,4,市民大道地下停車場公中段,臺北市中山區公園路-中山北路間地下,0,4,0,0,0,v,,,121.518763,25.048429
中山區,遊憩,2,樹火紀念紙博物館,臺北市中山區長安東路二段68號,0,2,0,0,0,,,v,121.534197,25.048348
